@timestamp,@message,SERVER,IP,USER,DATE,METHOD,STATUS,LATENCY
2022-01-13 00:56:38.359,https://www.toctoc.com/ 181.43.35.7 - anonymus [2022-01-12 21:47:04] [GET /resultados/mapa HTTP/1.0] 200 105 ms,https://www.toctoc.com/,181.43.35.7,anonymus,2022-01-12 21:47:04,GET /resultados/mapa HTTP/1.0,200,105
2022-01-13 00:56:38.314,https://www.toctoc.com/ 45.232.34.188 - 1311684 [2022-01-12 21:47:04] [GET /propiedades/compranuevo/departamento/san-bernardo/1200787/ HTTP/1.0] 200 460 ms,https://www.toctoc.com/,45.232.34.188,1311684,2022-01-12 21:47:04,GET /propiedades/compranuevo/departamento/san-bernardo/1200787/ HTTP/1.0,200,460
2022-01-13 00:56:38.271,https://www.toctoc.com/ 201.189.98.106 - anonymus [2022-01-12 21:47:01] [GET /home/index HTTP/1.0] 200 586 ms,https://www.toctoc.com/,201.189.98.106,anonymus,2022-01-12 21:47:01,GET /home/index HTTP/1.0,200,586
2022-01-13 00:56:38.225,https://www.toctoc.com/ 186.11.7.75 - anonymus [2022-01-12 21:47:01] [GET /home/index HTTP/1.0] 200 473 ms,https://www.toctoc.com/,186.11.7.75,anonymus,2022-01-12 21:47:01,GET /home/index HTTP/1.0,200,473
2022-01-13 00:56:38.180,https://www.toctoc.com/ 190.101.117.242 - anonymus [2022-01-12 21:46:59] [GET /propiedades/compranuevo/casa/padre-hurtado/1565391/ HTTP/1.0] 200 355 ms,https://www.toctoc.com/,190.101.117.242,anonymus,2022-01-12 21:46:59,GET /propiedades/compranuevo/casa/padre-hurtado/1565391/ HTTP/1.0,200,355
2022-01-13 00:56:38.134,https://www.toctoc.com/ 190.101.117.242 - anonymus [2022-01-12 21:46:57] [GET /propiedades/compranuevo/casa/padre-hurtado/1565391/ HTTP/1.0] 200 257 ms,https://www.toctoc.com/,190.101.117.242,anonymus,2022-01-12 21:46:57,GET /propiedades/compranuevo/casa/padre-hurtado/1565391/ HTTP/1.0,200,257
2022-01-13 00:56:35.633,https://www.toctoc.com/ 191.125.159.44 - anonymus [2022-01-12 21:54:48] [GET /home/index HTTP/1.0] 200 335 ms,https://www.toctoc.com/,191.125.159.44,anonymus,2022-01-12 21:54:48,GET /home/index HTTP/1.0,200,335
2022-01-13 00:56:35.585,https://www.toctoc.com/ 190.47.30.115 - anonymus [2022-01-12 21:54:47] [GET /propiedades/compranuevo/casa/maule/1456608/ HTTP/1.0] 200 370 ms,https://www.toctoc.com/,190.47.30.115,anonymus,2022-01-12 21:54:47,GET /propiedades/compranuevo/casa/maule/1456608/ HTTP/1.0,200,370
2022-01-13 00:56:35.496,https://www.toctoc.com/ 201.189.98.106 - anonymus [2022-01-12 21:54:47] [GET /home/index HTTP/1.0] 200 408 ms,https://www.toctoc.com/,201.189.98.106,anonymus,2022-01-12 21:54:47,GET /home/index HTTP/1.0,200,408
2022-01-13 00:56:35.444,https://www.toctoc.com/ 200.83.66.199 - 1440575 [2022-01-12 21:54:45] [GET /home/index HTTP/1.0] 200 420 ms,https://www.toctoc.com/,200.83.66.199,1440575,2022-01-12 21:54:45,GET /home/index HTTP/1.0,200,420
